ASV_ID,Cluster_ID,abundance,scientific_name,confidence_level
ASV1724,12,409,Arthropoda_6656;Insecta_50557;Orthoptera_6993;Gryllotalpidae_208677;Gryllotalpa_208679;Gryllotalpa,High
ASV1725,-1,409,Unclustered,Noise
ASV1726,-1,409,Unclustered,Noise
ASV1727,-1,408,Unclustered,Noise
ASV1728,-1,408,Unclustered,Noise
ASV1729,526,406,Hemichordata_10219;Enteropneusta_10220;order_Harrimaniidae_10221;Harrimaniidae_10221;Meioglossus_1258549;Meioglossus,High
ASV1730,-1,406,Unclustered,Noise
ASV1731,-1,406,Unclustered,Noise
ASV1732,170,406,Haptophyta_2830;class_Prymnesiales_73028;Prymnesiales_73028;Chrysochromulinaceae_1136790;Chrysochromulina_35140;Chrysochromulina,High
ASV1733,175,406,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1734,-1,406,Unclustered,Noise
ASV1735,341,406,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV1736,-1,406,Unclustered,Noise
ASV1737,-1,405,Unclustered,Noise
ASV1738,-1,405,Unclustered,Noise
ASV1739,125,404,Mucoromycota_1913637;Mucoromycetes_2212703;Mucorales_4827;Rhizopodaceae_1344955;Rhizopus_4842;Rhizopus,High
ASV1740,-1,404,Unclustered,Noise
ASV1741,-1,404,Unclustered,Noise
ASV1742,-1,404,Unclustered,Noise
ASV1743,-1,404,Unclustered,Noise
ASV1744,-1,403,Unclustered,Noise
ASV1745,-1,402,Unclustered,Noise
ASV1746,473,402,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Sertulariidae_86619;Hydrallmania_308601;Hydrallmania,High
ASV1747,-1,402,Unclustered,Noise
ASV1748,141,402,Arthropoda_6656;Malacostraca_6681;Decapoda_6683;Cambaridae_6725;Procambarus_6726;Procambarus,High
ASV1749,255,401,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783;Gadirtha_1414594;Gadirtha,High
ASV1750,137,401,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1751,-1,401,Unclustered,Noise
ASV1752,-1,401,Unclustered,Noise
ASV1753,72,401,Arthropoda_6656;Arachnida_6854;Araneae_6893;Dysderidae_75055;Dysdera_58763;Dysdera,High
ASV1754,10,400,Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399;Ophiomyia_341050;Ophiomyia,High
ASV1755,247,400,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Osmundaria_155555;Osmundaria,High
ASV1756,363,400,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Amphicaryon_645366;Amphicaryon,High
ASV1757,577,400,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402;Dolichogenidea_92997;Dolichogenidea,Potentially Novel
ASV1758,397,399,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV1759,131,399,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV1760,493,399,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Herposiphonia_717901;Herposiphonia,Potentially Novel
ASV1761,-1,399,Unclustered,Noise
ASV1762,93,398,Arthropoda_6656;Arachnida_6854;Araneae_6893;Araneidae_6913;Araneus_29012;Araneus,Potentially Novel
ASV1763,495,398,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV1764,-1,398,Unclustered,Noise
ASV1765,500,397,Bacillariophyta_2836;Mediophyceae_589449;Lithodesmiales_420271;Lithodesmiaceae_49247;Lithodesmium_59811;Lithodesmium,High
ASV1766,-1,397,Unclustered,Noise
ASV1767,-1,397,Unclustered,Noise
ASV1768,75,397,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Papenfussiella_185796;Papenfussiella,Potentially Novel
ASV1769,329,397,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073;Amara_60755;Amara,High
ASV1770,51,397,Bacillariophyta_2836;Mediophyceae_589449;Eupodiscales_33838;Parodontellaceae_2910914;Trieres_1529381;Trieres,High
ASV1771,-1,396,Unclustered,Noise
ASV1772,125,396,Mucoromycota_1913637;Mucoromycetes_2212703;Mucorales_4827;Rhizopodaceae_1344955;Rhizopus_4842;Rhizopus,High
ASV1773,-1,396,Unclustered,Noise
ASV1774,-1,396,Unclustered,Noise
ASV1775,-1,396,Unclustered,Noise
ASV1776,-1,396,Unclustered,Noise
ASV1777,395,394,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274;Onycholyda_222792;Onycholyda,Potentially Novel
ASV1778,-1,394,Unclustered,Noise
ASV1779,563,394,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;Cochliopodiidae_313556;Cochliopodium_313557;Cochliopodium,High
ASV1780,0,393,Tubulinea_555369;Echinamoebida_2681631;order_family_Vermamoeba_1260114;family_Vermamoeba_1260114;Vermamoeba_1260114;Vermamoeba,High
ASV1781,-1,393,Unclustered,Noise
ASV1782,36,393,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532;Dolerus_186105;Dolerus,High
ASV1783,25,393,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073;Gehringia_63886;Gehringia,Potentially Novel
ASV1784,-1,393,Unclustered,Noise
ASV1785,-1,393,Unclustered,Noise
ASV1786,232,393,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Physophoridae_168777;Physophora_168778;Physophora,High
ASV1787,-1,391,Unclustered,Noise
ASV1788,-1,391,Unclustered,Noise
ASV1789,485,390,Bacillariophyta_2836;Mediophyceae_589449;Lithodesmiales_420271;Lithodesmiaceae_49247;Lithodesmium_59811;Lithodesmium,High
ASV1790,540,389,Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100;Lithophane_56391;Lithophane,High
ASV1791,-1,389,Unclustered,Noise
ASV1792,54,388,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Encyrtidae_29051;Blepyrus_1542050;Blepyrus,Potentially Novel
ASV1793,-1,388,Unclustered,Noise
ASV1794,23,388,Oomycota_4762;class_order_family_Haptoglossa_377433;order_family_Haptoglossa_377433;family_Haptoglossa_377433;Haptoglossa_377433;Haptoglossa,High
ASV1795,-1,387,Unclustered,Noise
ASV1796,563,387,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;Cochliopodiidae_313556;Cochliopodium_313557;Cochliopodium,High
ASV1797,-1,387,Unclustered,Noise
ASV1798,-1,387,Unclustered,Noise
ASV1799,-1,387,Unclustered,Noise
ASV1800,485,387,Bacillariophyta_2836;Mediophyceae_589449;Lithodesmiales_420271;Lithodesmiaceae_49247;Lithodesmium_59811;Lithodesmium,High
ASV1801,-1,387,Unclustered,Noise
ASV1802,91,386,Arthropoda_6656;Insecta_50557;Hemiptera_7524;Veliidae_95677;Xenobates_572359;Xenobates,Potentially Novel
ASV1803,-1,386,Unclustered,Noise
ASV1804,533,386,Arthropoda_6656;Arachnida_6854;Sarcoptiformes_83137;Chamobatidae_198259;Chamobates_198260;Chamobates,Potentially Novel
ASV1805,-1,386,Unclustered,Noise
ASV1806,-1,385,Unclustered,Noise
ASV1807,-1,385,Unclustered,Noise
ASV1808,607,384,Mollusca_6447;Gastropoda_6448;order_Ancylidae_191785;Ancylidae_191785;Ferrissia_191786;Ferrissia,Potentially Novel
ASV1809,243,383,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Sertulariidae_86619;Xingyurella_2137751;Xingyurella,High
ASV1810,94,383,Porifera_6040;Demospongiae_6042;Axinellida_1779152;Raspailiidae_261678;Thrinacophora_484444;Thrinacophora,High
ASV1811,-1,383,Unclustered,Noise
ASV1812,-1,383,Unclustered,Noise
ASV1813,322,382,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1814,83,382,Arthropoda_6656;Hexanauplia_72037;Calanoida_6833;Clausocalanidae_148994;Clausocalanus_148995;Clausocalanus,High
ASV1815,139,382,Tubulinea_555369;Elardia_2681632;Euamoebida_180229;Hartmannellidae_5776;Ptolemeba_1525728;Ptolemeba,High
ASV1816,248,382,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Vexilliferidae_180225;Vexillifera_218659;Vexillifera,High
ASV1817,-1,382,Unclustered,Noise
ASV1818,-1,382,Unclustered,Noise
ASV1819,54,381,Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Encyrtidae_29051;Blepyrus_1542050;Blepyrus,Potentially Novel
ASV1820,-1,381,Unclustered,Noise
ASV1821,-1,381,Unclustered,Noise
ASV1822,-1,381,Unclustered,Noise
ASV1823,14,380,Porifera_6040;Demospongiae_6042;Bubarida_1779154;Dictyonellidae_85793;Scopalina_85794;Scopalina,High
ASV1824,-1,380,Unclustered,Noise
ASV1825,-1,380,Unclustered,Noise
ASV1826,-1,379,Unclustered,Noise
ASV1827,-1,379,Unclustered,Noise
ASV1828,-1,379,Unclustered,Noise
ASV1829,47,379,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049;Emarginoptyx_2985488;Emarginoptyx,High
ASV1830,-1,379,Unclustered,Noise
ASV1831,305,379,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1832,422,378,Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydroptilidae_57995;Ptilocolepus_177599;Ptilocolepus,High
ASV1833,317,378,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1834,-1,378,Unclustered,Noise
ASV1835,342,378,Discosea_555280;Flabellinia_1485085;order_Vannellidae_95227;Vannellidae_95227;Clydonella_218657;Clydonella,High
ASV1836,-1,377,Unclustered,Noise
ASV1837,-1,377,Unclustered,Noise
ASV1838,336,376,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV1839,8,376,Unclustered,Noise
ASV1840,-1,376,Unclustered,Noise
ASV1841,-1,376,Unclustered,Noise
ASV1842,-1,376,Unclustered,Noise
ASV1843,-1,376,Unclustered,Noise
ASV1844,-1,376,Unclustered,Noise
ASV1845,156,376,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV1846,73,375,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV1847,-1,375,Unclustered,Noise
ASV1848,-1,375,Unclustered,Noise
ASV1849,-1,375,Unclustered,Noise
ASV1850,-1,374,Unclustered,Noise
ASV1851,154,374,Annelida_6340;Polychaeta_6341;order_Arenicolidae_42115;Arenicolidae_42115;Arenicola_6343;Arenicola,Potentially Novel
ASV1852,31,373,Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Chondracanthus_29218;Chondracanthus,Potentially Novel
ASV1853,307,373,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Obeliidae_2750047;Obelia_32569;Obelia,High
ASV1854,-1,372,Unclustered,Noise
ASV1855,82,371,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1856,66,371,phylum_Raphidophyceae_38410;Raphidophyceae_38410;Chattonellales_658125;Chattonellaceae_658124;Chattonella_44439;Chattonella,High
ASV1857,-1,370,Unclustered,Noise
ASV1858,447,370,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Corynidae_6077;Sarsia_6078;Sarsia,High
ASV1859,-1,370,Unclustered,Noise
ASV1860,71,370,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Acrotrichaceae_166513;Acrothrix_166514;Acrothrix,High
ASV1861,121,370,Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197;Psychoda_7201;Psychoda,Potentially Novel
ASV1862,-1,369,Unclustered,Noise
ASV1863,292,369,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Rhodomelaceae_2803;Laurencia_99900;Laurencia,High
ASV1864,-1,369,Unclustered,Noise
ASV1865,-1,369,Unclustered,Noise
ASV1866,-1,368,Unclustered,Noise
ASV1867,-1,368,Unclustered,Noise
ASV1868,-1,368,Unclustered,Noise
ASV1869,-1,368,Unclustered,Noise
ASV1870,-1,367,Unclustered,Noise
ASV1871,586,367,Unclustered,Noise
ASV1872,105,367,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV1873,-1,367,Unclustered,Noise
ASV1874,-1,366,Unclustered,Noise
ASV1875,-1,366,Unclustered,Noise
ASV1876,-1,366,Unclustered,Noise
ASV1877,-1,365,Unclustered,Noise
ASV1878,56,365,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Cladonematidae_123097;Staurocladia_168793;Staurocladia,High
ASV1879,-1,365,Unclustered,Noise
ASV1880,599,365,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Dictyotales_2873;Dictyotaceae_2874;Dictyotopsis_670094;Dictyotopsis,High
ASV1881,-1,364,Unclustered,Noise
ASV1882,77,364,Mollusca_6447;Gastropoda_6448;order_Lymnaeidae_6521;Lymnaeidae_6521;Galba_401861;Galba,High
ASV1883,-1,364,Unclustered,Noise
ASV1884,-1,364,Unclustered,Noise
ASV1885,8,364,Unclustered,Noise
ASV1886,-1,363,Unclustered,Noise
ASV1887,159,363,Arthropoda_6656;Arachnida_6854;Araneae_6893;Selenopidae_243502;Selenops_686581;Selenops,High
ASV1888,-1,363,Unclustered,Noise
ASV1889,431,363,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Trochomorphidae_180085;Trochomorpha_145595;Trochomorpha,High
ASV1890,551,363,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Saprolegnia_4769;Saprolegnia,High
ASV1891,-1,363,Unclustered,Noise
ASV1892,-1,363,Unclustered,Noise
ASV1893,-1,362,Unclustered,Noise
ASV1894,408,362,Arthropoda_6656;Malacostraca_6681;Euphausiacea_6816;Euphausiidae_6817;Hansarsia_3092283;Hansarsia,High
ASV1895,-1,362,Unclustered,Noise
ASV1896,211,361,Unclustered,Noise
ASV1897,31,361,Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Gigartinaceae_29217;Chondracanthus_29218;Chondracanthus,Potentially Novel
ASV1898,-1,361,Unclustered,Noise
ASV1899,-1,361,Unclustered,Noise
ASV1900,-1,360,Unclustered,Noise
ASV1901,555,360,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Dinobryaceae_704141;Poteriospumella_1117026;Poteriospumella,High
ASV1902,-1,360,Unclustered,Noise
ASV1903,-1,359,Unclustered,Noise
ASV1904,79,358,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Pseudoperonospora_143452;Pseudoperonospora,Potentially Novel
ASV1905,-1,358,Unclustered,Noise
ASV1906,233,357,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Hyaloperonospora_184462;Hyaloperonospora,High
ASV1907,-1,356,Unclustered,Noise
ASV1908,264,356,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV1909,-1,356,Unclustered,Noise
ASV1910,-1,356,Unclustered,Noise
ASV1911,-1,355,Unclustered,Noise
ASV1912,-1,354,Unclustered,Noise
ASV1913,353,354,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV1914,-1,354,Unclustered,Noise
ASV1915,-1,354,Unclustered,Noise
ASV1916,-1,354,Unclustered,Noise
ASV1917,130,353,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1918,148,353,Rhodophyta_2763;Florideophyceae_2806;Gigartinales_28017;Mychodeaceae_50886;Mychodea_42022;Mychodea,High
ASV1919,396,353,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Sommerstorffia_3126143;Sommerstorffia,High
ASV1920,19,352,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV1921,-1,352,Unclustered,Noise
ASV1922,-1,352,Unclustered,Noise
ASV1923,426,352,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Ectocarpaceae_2878;Kuckuckia_43936;Kuckuckia,High
ASV1924,-1,352,Unclustered,Noise
ASV1925,-1,352,Unclustered,Noise
ASV1926,7,352,Arthropoda_6656;Hexanauplia_72037;Calanoida_6833;Spinocalanidae_201680;Spinocalanus_201681;Spinocalanus,Potentially Novel
ASV1927,59,351,Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197;Evandromyia_474171;Evandromyia,Potentially Novel
ASV1928,584,351,Mollusca_6447;Bivalvia_6544;Mytilida_6546;Mytilidae_6547;Brachidontes_40253;Brachidontes,High
ASV1929,-1,351,Unclustered,Noise
ASV1930,-1,351,Unclustered,Noise
ASV1931,199,351,Unclustered,Noise
ASV1932,-1,350,Unclustered,Noise
ASV1933,439,350,Rhodophyta_2763;Bangiophyceae_2797;Bangiales_29216;Bangiaceae_31345;Pyropia_1094566;Pyropia,High
ASV1934,-1,350,Unclustered,Noise
ASV1935,72,350,Arthropoda_6656;Arachnida_6854;Araneae_6893;Dysderidae_75055;Dysdera_58763;Dysdera,High
ASV1936,-1,349,Unclustered,Noise
ASV1937,157,349,Cnidaria_6073;Hydrozoa_6074;Anthoathecata_406427;Balellidae_1608543;Balella_1608539;Balella,High
ASV1938,-1,349,Unclustered,Noise
ASV1939,278,349,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV1940,80,348,Arthropoda_6656;Arachnida_6854;Scorpiones_6855;Vaejovidae_33320;Konetontli_1532979;Konetontli,High
ASV1941,-1,348,Unclustered,Noise
ASV1942,-1,348,Unclustered,Noise
ASV1943,294,347,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV1944,646,347,Unclustered,Noise
ASV1945,66,346,phylum_Raphidophyceae_38410;Raphidophyceae_38410;Chattonellales_658125;Chattonellaceae_658124;Chattonella_44439;Chattonella,High
ASV1946,649,345,Unclustered,Noise
ASV1947,-1,345,Unclustered,Noise
ASV1948,116,345,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV1949,-1,345,Unclustered,Noise
ASV1950,-1,345,Unclustered,Noise
ASV1951,-1,344,Unclustered,Noise
ASV1952,-1,344,Unclustered,Noise
ASV1953,200,344,Arthropoda_6656;Arachnida_6854;Ixodida_6935;Ixodidae_6939;Hyalomma_34625;Hyalomma,High
ASV1954,-1,344,Unclustered,Noise
ASV1955,-1,343,Unclustered,Noise
ASV1956,146,343,Oomycota_4762;class_Saprolegniales_4763;Saprolegniales_4763;Saprolegniaceae_4764;Achlya_4765;Achlya,High
ASV1957,-1,343,Unclustered,Noise
ASV1958,468,342,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV1959,209,342,Unclustered,Noise
ASV1960,-1,342,Unclustered,Noise
ASV1961,-1,342,Unclustered,Noise
ASV1962,-1,342,Unclustered,Noise
ASV1963,-1,342,Unclustered,Noise
ASV1964,-1,341,Unclustered,Noise
ASV1965,-1,341,Unclustered,Noise
ASV1966,-1,341,Unclustered,Noise
ASV1967,64,341,Haptophyta_2830;class_Isochrysidales_73020;Isochrysidales_73020;Noelaerhabdaceae_418966;Emiliania_2902;Emiliania,High
ASV1968,167,340,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV1969,483,340,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Pythium_4797;Pythium,Potentially Novel
ASV1970,-1,339,Unclustered,Noise
ASV1971,-1,339,Unclustered,Noise
ASV1972,71,339,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Acrotrichaceae_166513;Acrothrix_166514;Acrothrix,High
ASV1973,-1,338,Unclustered,Noise
ASV1974,-1,338,Unclustered,Noise
ASV1975,-1,338,Unclustered,Noise
ASV1976,106,337,Bacillariophyta_2836;Bacillariophyceae_33849;Bacillariales_33851;Bacillariaceae_33852;Pseudo_nitzschia_41953;Pseudo_nitzschia,High
ASV1977,-1,337,Unclustered,Noise
ASV1978,-1,337,Unclustered,Noise
ASV1979,-1,337,Unclustered,Noise
ASV1980,445,336,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Phytophthora_4783;Phytophthora,High
ASV1981,-1,336,Unclustered,Noise
ASV1982,287,336,Oomycota_4762;class_Pythiales_121069;Pythiales_121069;Pythiaceae_4782;Globisporangium_1448052;Globisporangium,High
ASV1983,22,336,phylum_Chrysophyceae_2825;Chrysophyceae_2825;Chromulinales_96792;Chromulinaceae_98651;Pedospumella_1117029;Pedospumella,High
ASV1984,-1,335,Unclustered,Noise
ASV1985,198,335,Arthropoda_6656;Ostracoda_6670;Podocopida_84318;Cyprididae_43954;Bennelongia_1144606;Bennelongia,High
ASV1986,-1,335,Unclustered,Noise
ASV1987,-1,335,Unclustered,Noise
ASV1988,-1,335,Unclustered,Noise
ASV1989,-1,335,Unclustered,Noise
ASV1990,-1,335,Unclustered,Noise
ASV1991,-1,334,Unclustered,Noise
ASV1992,-1,334,Unclustered,Noise
ASV1993,320,334,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV1994,599,333,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Dictyotales_2873;Dictyotaceae_2874;Dictyotopsis_670094;Dictyotopsis,High
ASV1995,-1,333,Unclustered,Noise
ASV1996,-1,333,Unclustered,Noise
ASV1997,-1,332,Unclustered,Noise
ASV1998,-1,332,Unclustered,Noise
ASV1999,71,332,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Acrotrichaceae_166513;Acrothrix_166514;Acrothrix,High
ASV2000,-1,332,Unclustered,Noise
ASV2001,383,331,Mollusca_6447;Gastropoda_6448;Stylommatophora_6527;Streptaxidae_145775;Oophana_2728075;Oophana,High
ASV2002,-1,331,Unclustered,Noise
ASV2003,128,331,Bacillariophyta_2836;Fragilariophyceae_33853;Fragilariales_33855;Fragilariaceae_33856;Asterionellopsis_33639;Asterionellopsis,High
ASV2004,224,330,Arthropoda_6656;Arachnida_6854;Araneae_6893;Thomisidae_94016;Xysticus_187486;Xysticus,High
ASV2005,-1,330,Unclustered,Noise
ASV2006,-1,330,Unclustered,Noise
ASV2007,379,329,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Korotnevella_200888;Korotnevella,High
ASV2008,202,329,Arthropoda_6656;Collembola_30001;Entomobryomorpha_730330;Isotomidae_36141;Isotoma_57735;Isotoma,High
ASV2009,163,329,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Paramoeba_200890;Paramoeba,High
ASV2010,55,329,Cnidaria_6073;Hydrozoa_6074;Siphonophorae_42759;Prayidae_154960;Praya_168784;Praya,High
ASV2011,-1,329,Unclustered,Noise
ASV2012,-1,329,Unclustered,Noise
ASV2013,-1,329,Unclustered,Noise
ASV2014,-1,328,Unclustered,Noise
ASV2015,-1,327,Unclustered,Noise
ASV2016,471,327,Mollusca_6447;Gastropoda_6448;order_Planorbidae_6524;Planorbidae_6524;Bulinus_157969;Bulinus,Potentially Novel
ASV2017,-1,327,Unclustered,Noise
ASV2018,468,327,Arthropoda_6656;Arachnida_6854;Araneae_6893;Desidae_134570;Badumna_134571;Badumna,High
ASV2019,-1,327,Unclustered,Noise
ASV2020,187,327,Rhodophyta_2763;Florideophyceae_2806;Ceramiales_2802;Delesseriaceae_31386;Delesseria_131059;Delesseria,High
ASV2021,-1,327,Unclustered,Noise
ASV2022,-1,326,Unclustered,Noise
ASV2023,-1,326,Unclustered,Noise
ASV2024,-1,326,Unclustered,Noise
ASV2025,-1,326,Unclustered,Noise
ASV2026,-1,326,Unclustered,Noise
ASV2027,-1,326,Unclustered,Noise
ASV2028,45,325,Discosea_555280;Flabellinia_1485085;Dactylopodida_555392;Paramoebidae_200887;Cunea_1654807;Cunea,High
ASV2029,524,325,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;Cochliopodiidae_313556;Ovalopodium_1027631;Ovalopodium,High
ASV2030,-1,325,Unclustered,Noise
ASV2031,-1,325,Unclustered,Noise
ASV2032,-1,325,Unclustered,Noise
ASV2033,601,325,Mollusca_6447;Gastropoda_6448;Ellobiida_2340871;Ellobiidae_69683;Carychium_145634;Carychium,Potentially Novel
ASV2034,-1,324,Unclustered,Noise
ASV2035,149,324,Unclustered,Noise
ASV2036,-1,324,Unclustered,Noise
ASV2037,25,324,Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073;Gehringia_63886;Gehringia,Potentially Novel
ASV2038,-1,324,Unclustered,Noise
ASV2039,-1,323,Unclustered,Noise
ASV2040,64,323,Haptophyta_2830;class_Isochrysidales_73020;Isochrysidales_73020;Noelaerhabdaceae_418966;Emiliania_2902;Emiliania,High
ASV2041,403,323,phylum_Phaeophyceae_2870;Phaeophyceae_2870;Ectocarpales_2877;Chordariaceae_66220;Spermatochnus_329478;Spermatochnus,High
ASV2042,-1,323,Unclustered,Noise
ASV2043,144,323,Discosea_555280;class_Himatismenida_313555;Himatismenida_313555;family_Parvamoeba_1076757;Parvamoeba_1076757;Parvamoeba,High
ASV2044,652,323,Annelida_6340;Polychaeta_6341;Eunicida_65495;Dorvilleidae_160440;Palpiphitime_864300;Palpiphitime,High
ASV2045,-1,322,Unclustered,Noise
ASV2046,-1,322,Unclustered,Noise
ASV2047,356,322,Rhodophyta_2763;Florideophyceae_2806;Rhodymeniales_29247;Fryeellaceae_748682;Fryeella_81604;Fryeella,High
ASV2048,-1,322,Unclustered,Noise
ASV2049,-1,322,Unclustered,Noise
ASV2050,307,321,Cnidaria_6073;Hydrozoa_6074;Leptothecata_500008;Obeliidae_2750047;Obelia_32569;Obelia,High
ASV2051,-1,321,Unclustered,Noise
ASV2052,-1,321,Unclustered,Noise
ASV2053,58,321,Arthropoda_6656;Insecta_50557;Diptera_7147;Pipunculidae_43835;Cephalops_115242;Cephalops,High
ASV2054,-1,320,Unclustered,Noise
ASV2055,-1,320,Unclustered,Noise
ASV2056,-1,320,Unclustered,Noise
ASV2057,-1,320,Unclustered,Noise
ASV2058,477,319,Oomycota_4762;class_Peronosporales_4776;Peronosporales_4776;Peronosporaceae_4777;Nothophytophthora_2025987;Nothophytophthora,High
ASV2059,-1,319,Unclustered,Noise
ASV2060,-1,319,Unclustered,Noise
ASV2061,-1,319,Unclustered,Noise
